timestamp,washing_machine_count,washing_machine_voltage,washing_machine_current,washing_machine_energy_wh,refrigerator_count,refrigerator_voltage,refrigerator_current,refrigerator_energy_wh,water_heater_count,water_heater_voltage,water_heater_current,water_heater_energy_wh,ac_count,ac_voltage,ac_current,ac_energy_wh,tubelight_count,tubelight_voltage,tubelight_current,tubelight_energy_wh,fan_count,fan_voltage,fan_current,fan_energy_wh,led_light_count,led_light_voltage,led_light_current,led_light_energy_wh,tv_count,tv_voltage,tv_current,tv_energy_wh,laptop_count,laptop_voltage,laptop_current,laptop_energy_wh,aggregate_energy_wh
1752172091.8349347,1,223.32,2.24,0.1389,1,222.85,0.67,0.0417,1,219.48,9.11,0.5556,2,212.21,7.07,0.8333,4,228.52,0.09,0.0222,3,212.29,0.24,0.0417,5,221.44,0.05,0.0139,1,211.39,0.47,0.0278,2,225.6,0.27,0.0333,69.515
1752172092.837615,1,225.17,2.22,0.1389,1,216.21,0.69,0.0417,1,228.52,8.75,0.5556,2,223.95,6.7,0.8333,4,223.18,0.09,0.0222,3,222.19,0.23,0.0417,5,226.05,0.04,0.0139,1,228.69,0.44,0.0278,2,228.92,0.26,0.0333,72.2956
1752172093.8421218,1,213.36,2.34,0.1389,1,212.57,0.71,0.0417,1,225.13,8.88,0.5556,2,211.04,7.11,0.8333,4,220.44,0.09,0.0222,3,227.05,0.22,0.0417,5,228.51,0.04,0.0139,1,210.19,0.48,0.0278,2,229.06,0.26,0.0333,75.0762
1752172094.8491611,1,210.94,2.37,0.1389,1,220.01,0.68,0.0417,1,229.1,8.73,0.5556,2,217.8,6.89,0.8333,4,223.56,0.09,0.0222,3,210.83,0.24,0.0417,5,225.14,0.04,0.0139,1,217.13,0.46,0.0278,2,225.06,0.27,0.0333,77.8568
1752172095.8551328,1,226.43,2.21,0.1389,1,229.73,0.65,0.0417,1,214.19,9.34,0.5556,2,211.2,7.1,0.8333,4,222.02,0.09,0.0222,3,221.6,0.23,0.0417,5,216.33,0.05,0.0139,1,216.17,0.46,0.0278,2,227.28,0.26,0.0333,80.6374
1752172096.8642347,1,221.92,2.25,0.1389,1,213.62,0.7,0.0417,1,211.91,9.44,0.5556,2,218.12,6.88,0.8333,4,225.5,0.09,0.0222,3,226.52,0.22,0.0417,5,217.06,0.05,0.0139,1,228.71,0.44,0.0278,2,226.12,0.27,0.0333,83.418
1752172097.877985,1,216.09,2.31,0.1389,1,216.57,0.69,0.0417,1,213.89,9.35,0.5556,2,215.96,6.95,0.8333,4,218.7,0.09,0.0222,3,228.68,0.22,0.0417,5,219.49,0.05,0.0139,1,211.08,0.47,0.0278,2,218.2,0.27,0.0333,86.1986
1752172098.881537,1,211.33,2.37,0.1389,1,213.38,0.7,0.0417,1,210.43,9.5,0.5556,2,217.25,6.9,0.8333,4,226.69,0.09,0.0222,3,212.83,0.23,0.0417,5,218.28,0.05,0.0139,1,215.72,0.46,0.0278,2,228.45,0.26,0.0333,88.9792
1752172099.8886178,1,225.83,2.21,0.1389,1,229.49,0.65,0.0417,1,226.34,8.84,0.5556,2,227.32,6.6,0.8333,4,210.92,0.09,0.0222,3,228.69,0.22,0.0417,5,227.46,0.04,0.0139,1,226.41,0.44,0.0278,2,224.33,0.27,0.0333,91.7598
1752172100.8954856,1,212.4,2.35,0.1389,1,219.57,0.68,0.0417,1,217.2,9.21,0.5556,2,222.62,6.74,0.8333,4,217.52,0.09,0.0222,3,229.89,0.22,0.0417,5,212.18,0.05,0.0139,1,224.28,0.45,0.0278,2,219.22,0.27,0.0333,94.5404
1752172101.897515,1,224.92,2.22,0.1389,1,216.39,0.69,0.0417,1,211.2,9.47,0.5556,2,229.6,6.53,0.8333,4,218.46,0.09,0.0222,3,220.12,0.23,0.0417,5,216.75,0.05,0.0139,1,224.43,0.45,0.0278,2,228.52,0.26,0.0333,97.321
1752172102.908047,1,216.88,2.31,0.1389,1,223.5,0.67,0.0417,1,218.17,9.17,0.5556,2,215.57,6.96,0.8333,4,214.55,0.09,0.0222,3,222.97,0.22,0.0417,5,229.71,0.04,0.0139,1,213.57,0.47,0.0278,2,224.15,0.27,0.0333,100.1016
1752172103.9148393,1,214.49,2.33,0.1389,1,212.72,0.71,0.0417,1,219.01,9.13,0.5556,2,225.78,6.64,0.8333,4,210.57,0.09,0.0222,3,217.64,0.23,0.0417,5,226.66,0.04,0.0139,1,210.99,0.47,0.0278,2,228.22,0.26,0.0333,102.8822
1752172104.9255912,1,228.25,2.19,0.1389,1,221.5,0.68,0.0417,1,228.0,8.77,0.5556,2,226.25,6.63,0.8333,4,220.82,0.09,0.0222,3,216.72,0.23,0.0417,5,228.88,0.04,0.0139,1,211.83,0.47,0.0278,2,219.39,0.27,0.0333,105.6628
1752172105.9354923,1,219.54,2.28,0.1389,1,214.79,0.7,0.0417,1,227.09,8.81,0.5556,2,212.04,7.07,0.8333,4,227.32,0.09,0.0222,3,215.12,0.23,0.0417,5,221.62,0.05,0.0139,1,213.21,0.47,0.0278,2,214.97,0.28,0.0333,108.4434
1752172106.9429076,1,228.68,2.19,0.1389,1,226.15,0.66,0.0417,1,229.09,8.73,0.5556,2,218.09,6.88,0.8333,4,214.48,0.09,0.0222,3,214.26,0.23,0.0417,5,222.98,0.04,0.0139,1,223.21,0.45,0.0278,2,226.23,0.27,0.0333,111.224
1752172107.9497547,1,210.75,2.37,0.1389,1,226.91,0.66,0.0417,1,213.65,9.36,0.5556,2,214.82,6.98,0.8333,4,221.08,0.09,0.0222,3,228.78,0.22,0.0417,5,221.78,0.05,0.0139,1,216.86,0.46,0.0278,2,215.92,0.28,0.0333,114.0046
1752172108.9560623,1,211.99,2.36,0.1389,1,210.88,0.71,0.0417,1,224.88,8.89,0.5556,2,225.79,6.64,0.8333,4,226.75,0.09,0.0222,3,218.11,0.23,0.0417,5,227.5,0.04,0.0139,1,220.06,0.45,0.0278,2,219.01,0.27,0.0333,116.7852
1752172109.9641645,1,217.21,2.3,0.1389,1,223.79,0.67,0.0417,1,229.97,8.7,0.5556,2,210.56,7.12,0.8333,4,211.32,0.09,0.0222,3,222.08,0.23,0.0417,5,211.94,0.05,0.0139,1,222.97,0.45,0.0278,2,213.06,0.28,0.0333,119.5658
1752172110.9711404,1,212.93,2.35,0.1389,1,217.01,0.69,0.0417,1,217.64,9.19,0.5556,2,221.99,6.76,0.8333,4,224.21,0.09,0.0222,3,217.41,0.23,0.0417,5,221.17,0.05,0.0139,1,227.98,0.44,0.0278,2,214.13,0.28,0.0333,122.3464
1752172111.9747872,1,227.03,2.2,0.1389,1,227.78,0.66,0.0417,1,224.32,8.92,0.5556,2,226.86,6.61,0.8333,4,218.32,0.09,0.0222,3,217.3,0.23,0.0417,5,226.62,0.04,0.0139,1,221.0,0.45,0.0278,2,222.84,0.27,0.0333,125.127
1752172112.9862664,1,226.21,2.21,0.1389,1,214.78,0.7,0.0417,1,222.91,8.97,0.5556,2,219.73,6.83,0.8333,4,216.64,0.09,0.0222,3,218.77,0.23,0.0417,5,210.68,0.05,0.0139,1,227.1,0.44,0.0278,2,214.98,0.28,0.0333,127.9076
1752172113.989803,1,213.34,2.34,0.1389,1,228.88,0.66,0.0417,1,228.31,8.76,0.5556,2,216.01,6.94,0.8333,4,218.35,0.09,0.0222,3,227.89,0.22,0.0417,5,219.16,0.05,0.0139,1,228.89,0.44,0.0278,2,224.64,0.27,0.0333,130.6882
1752172114.9942644,1,210.82,2.37,0.1389,1,212.19,0.71,0.0417,1,220.97,9.05,0.5556,2,218.12,6.88,0.8333,4,226.66,0.09,0.0222,3,210.57,0.24,0.0417,5,220.16,0.05,0.0139,1,226.05,0.44,0.0278,2,229.05,0.26,0.0333,133.4688
1752172116.001558,1,215.17,2.32,0.1389,1,213.62,0.7,0.0417,1,215.39,9.29,0.5556,2,223.61,6.71,0.8333,4,220.54,0.09,0.0222,3,220.21,0.23,0.0417,5,211.62,0.05,0.0139,1,210.79,0.47,0.0278,2,229.25,0.26,0.0333,136.2494
1752172117.00774,1,220.6,2.27,0.1389,1,225.62,0.66,0.0417,1,225.79,8.86,0.5556,2,224.28,6.69,0.8333,4,219.32,0.09,0.0222,3,212.49,0.24,0.0417,5,226.9,0.04,0.0139,1,220.28,0.45,0.0278,2,221.4,0.27,0.0333,139.03
1752172118.0156999,1,213.4,2.34,0.1389,1,215.74,0.7,0.0417,1,217.08,9.21,0.5556,2,213.15,7.04,0.8333,4,217.91,0.09,0.0222,3,217.0,0.23,0.0417,5,213.64,0.05,0.0139,1,221.58,0.45,0.0278,2,210.97,0.28,0.0333,141.8106
1752172119.0218697,1,228.89,2.18,0.1389,1,228.59,0.66,0.0417,1,217.79,9.18,0.5556,2,224.22,6.69,0.8333,4,221.98,0.09,0.0222,3,226.99,0.22,0.0417,5,229.14,0.04,0.0139,1,223.91,0.45,0.0278,2,220.3,0.27,0.0333,144.5912
1752172120.0306392,1,216.85,2.31,0.1389,1,210.81,0.71,0.0417,1,215.65,9.27,0.5556,2,228.63,6.56,0.8333,4,224.85,0.09,0.0222,3,222.38,0.22,0.0417,5,228.08,0.04,0.0139,1,211.91,0.47,0.0278,2,229.95,0.26,0.0333,147.3718
1752172121.0405495,1,218.52,2.29,0.1389,1,211.19,0.71,0.0417,1,211.7,9.45,0.5556,2,211.38,7.1,0.8333,4,214.06,0.09,0.0222,3,210.18,0.24,0.0417,5,225.42,0.04,0.0139,1,212.03,0.47,0.0278,2,210.86,0.28,0.0333,150.1524
1752172122.0494916,1,229.57,2.18,0.1389,1,215.04,0.7,0.0417,1,224.72,8.9,0.5556,2,212.3,7.07,0.8333,4,213.16,0.09,0.0222,3,211.65,0.24,0.0417,5,211.65,0.05,0.0139,1,213.93,0.47,0.0278,2,224.07,0.27,0.0333,152.933
1752172123.051173,1,216.95,2.3,0.1389,1,210.08,0.71,0.0417,1,214.28,9.33,0.5556,2,228.08,6.58,0.8333,4,210.22,0.1,0.0222,3,226.97,0.22,0.0417,5,228.48,0.04,0.0139,1,223.98,0.45,0.0278,2,225.85,0.27,0.0333,155.7136
1752172124.052262,1,212.32,2.35,0.1389,1,211.49,0.71,0.0417,1,214.41,9.33,0.5556,2,211.0,7.11,0.8333,4,228.78,0.09,0.0222,3,218.37,0.23,0.0417,5,225.94,0.04,0.0139,1,213.72,0.47,0.0278,2,211.47,0.28,0.0333,158.4942
1752172125.0602689,1,229.06,2.18,0.1389,1,221.28,0.68,0.0417,1,211.43,9.46,0.5556,2,224.51,6.68,0.8333,4,228.95,0.09,0.0222,3,214.45,0.23,0.0417,5,211.81,0.05,0.0139,1,228.41,0.44,0.0278,2,226.36,0.27,0.0333,161.2748
1752172126.0653343,1,215.46,2.32,0.1389,1,216.02,0.69,0.0417,1,223.55,8.95,0.5556,2,224.99,6.67,0.8333,4,221.75,0.09,0.0222,3,216.52,0.23,0.0417,5,211.39,0.05,0.0139,1,213.37,0.47,0.0278,2,215.99,0.28,0.0333,164.0554
1752172127.0751653,1,213.8,2.34,0.1389,1,213.45,0.7,0.0417,1,221.56,9.03,0.5556,2,226.77,6.61,0.8333,4,221.09,0.09,0.0222,3,220.72,0.23,0.0417,5,226.31,0.04,0.0139,1,210.77,0.47,0.0278,2,216.6,0.28,0.0333,166.836
1752172128.0901039,1,212.75,2.35,0.1389,1,219.83,0.68,0.0417,1,216.41,9.24,0.5556,2,217.71,6.89,0.8333,4,216.74,0.09,0.0222,3,219.98,0.23,0.0417,5,215.88,0.05,0.0139,1,217.38,0.46,0.0278,2,220.28,0.27,0.0333,169.6166
1752172129.0958734,1,217.9,2.29,0.1389,1,211.98,0.71,0.0417,1,211.12,9.47,0.5556,2,214.45,6.99,0.8333,4,226.19,0.09,0.0222,3,223.09,0.22,0.0417,5,225.29,0.04,0.0139,1,220.43,0.45,0.0278,2,229.74,0.26,0.0333,172.3972
1752172130.0965254,1,224.91,2.22,0.1389,1,228.7,0.66,0.0417,1,218.12,9.17,0.5556,2,219.28,6.84,0.8333,4,224.99,0.09,0.0222,3,222.8,0.22,0.0417,5,226.44,0.04,0.0139,1,226.73,0.44,0.0278,2,212.47,0.28,0.0333,175.1778
1752172131.1010473,1,210.33,2.38,0.1389,1,220.05,0.68,0.0417,1,220.14,9.09,0.5556,2,216.44,6.93,0.8333,4,220.97,0.09,0.0222,3,225.65,0.22,0.0417,5,213.57,0.05,0.0139,1,220.64,0.45,0.0278,2,223.45,0.27,0.0333,177.9584
1752172132.1041605,1,217.74,2.3,0.1389,1,214.55,0.7,0.0417,1,223.8,8.94,0.5556,2,228.68,6.56,0.8333,4,211.0,0.09,0.0222,3,228.85,0.22,0.0417,5,217.92,0.05,0.0139,1,223.94,0.45,0.0278,2,219.36,0.27,0.0333,180.739
1752172133.1131415,1,215.99,2.31,0.1389,1,214.12,0.7,0.0417,1,218.06,9.17,0.5556,2,223.41,6.71,0.8333,4,217.52,0.09,0.0222,3,228.99,0.22,0.0417,5,223.19,0.04,0.0139,1,217.77,0.46,0.0278,2,221.82,0.27,0.0333,183.5196
1752172134.1229393,1,215.54,2.32,0.1389,1,211.45,0.71,0.0417,1,210.36,9.51,0.5556,2,226.29,6.63,0.8333,4,225.33,0.09,0.0222,3,228.37,0.22,0.0417,5,226.01,0.04,0.0139,1,218.52,0.46,0.0278,2,225.94,0.27,0.0333,186.3002
1752172135.1246767,1,227.17,2.2,0.1389,1,220.81,0.68,0.0417,1,224.84,8.9,0.5556,2,218.83,6.85,0.8333,4,221.47,0.09,0.0222,3,215.32,0.23,0.0417,5,227.25,0.04,0.0139,1,213.27,0.47,0.0278,2,229.48,0.26,0.0333,189.0808
1752172136.1327598,1,221.82,2.25,0.1389,1,225.88,0.66,0.0417,1,217.49,9.2,0.5556,2,225.65,6.65,0.8333,4,227.8,0.09,0.0222,3,222.81,0.22,0.0417,5,226.24,0.04,0.0139,1,219.06,0.46,0.0278,2,215.88,0.28,0.0333,191.8614
1752172137.1390915,1,219.36,2.28,0.1389,1,218.26,0.69,0.0417,1,212.04,9.43,0.5556,2,213.72,7.02,0.8333,4,228.55,0.09,0.0222,3,223.92,0.22,0.0417,5,217.22,0.05,0.0139,1,216.55,0.46,0.0278,2,224.99,0.27,0.0333,194.642
1752172138.1420417,1,221.55,2.26,0.1389,1,218.07,0.69,0.0417,1,228.16,8.77,0.5556,2,219.42,6.84,0.8333,4,214.05,0.09,0.0222,3,218.57,0.23,0.0417,5,224.74,0.04,0.0139,1,219.39,0.46,0.0278,2,211.1,0.28,0.0333,197.4226
1752172139.1490269,1,212.71,2.35,0.1389,1,215.0,0.7,0.0417,1,228.66,8.75,0.5556,2,225.15,6.66,0.8333,4,212.24,0.09,0.0222,3,213.42,0.23,0.0417,5,213.57,0.05,0.0139,1,218.92,0.46,0.0278,2,224.95,0.27,0.0333,200.2032
1752172140.1569927,1,215.09,2.32,0.1389,1,222.15,0.68,0.0417,1,218.69,9.15,0.5556,2,220.2,6.81,0.8333,4,222.94,0.09,0.0222,3,228.24,0.22,0.0417,5,229.24,0.04,0.0139,1,220.01,0.45,0.0278,2,212.06,0.28,0.0333,202.9838
1752172141.1604698,1,221.72,2.26,0.1389,1,223.69,0.67,0.0417,1,229.67,8.71,0.5556,2,228.24,6.57,0.8333,4,229.07,0.09,0.0222,3,210.93,0.24,0.0417,5,213.53,0.05,0.0139,1,224.68,0.45,0.0278,2,219.12,0.27,0.0333,205.7644
1752172142.1621842,1,225.14,2.22,0.1389,1,223.43,0.67,0.0417,1,220.54,9.07,0.5556,2,228.39,6.57,0.8333,4,222.02,0.09,0.0222,3,217.68,0.23,0.0417,5,224.88,0.04,0.0139,1,210.26,0.48,0.0278,2,216.1,0.28,0.0333,208.545
1752172143.1692517,1,229.1,2.18,0.1389,1,229.84,0.65,0.0417,1,217.62,9.19,0.5556,2,225.04,6.67,0.8333,4,226.05,0.09,0.0222,3,219.84,0.23,0.0417,5,216.27,0.05,0.0139,1,219.05,0.46,0.0278,2,211.19,0.28,0.0333,211.3256
1752172144.177237,1,228.44,2.19,0.1389,1,229.07,0.65,0.0417,1,216.79,9.23,0.5556,2,226.27,6.63,0.8333,4,227.61,0.09,0.0222,3,216.01,0.23,0.0417,5,212.68,0.05,0.0139,1,214.98,0.47,0.0278,2,220.29,0.27,0.0333,214.1062
1752172145.186862,1,223.93,2.23,0.1389,1,211.97,0.71,0.0417,1,214.46,9.33,0.5556,2,228.85,6.55,0.8333,4,227.24,0.09,0.0222,3,226.64,0.22,0.0417,5,226.0,0.04,0.0139,1,224.88,0.44,0.0278,2,217.86,0.28,0.0333,216.8868
1752172146.1937914,1,224.13,2.23,0.1389,1,217.16,0.69,0.0417,1,229.1,8.73,0.5556,2,213.6,7.02,0.8333,4,216.94,0.09,0.0222,3,225.7,0.22,0.0417,5,229.75,0.04,0.0139,1,228.46,0.44,0.0278,2,229.0,0.26,0.0333,219.6674
1752172147.1996953,1,222.37,2.25,0.1389,1,224.58,0.67,0.0417,1,216.17,9.25,0.5556,2,217.11,6.91,0.8333,4,211.89,0.09,0.0222,3,222.67,0.22,0.0417,5,225.54,0.04,0.0139,1,222.55,0.45,0.0278,2,228.71,0.26,0.0333,222.448
1752172148.2077224,1,225.17,2.22,0.1389,1,219.75,0.68,0.0417,1,221.07,9.05,0.5556,2,222.3,6.75,0.8333,4,211.44,0.09,0.0222,3,221.1,0.23,0.0417,5,214.16,0.05,0.0139,1,222.99,0.45,0.0278,2,224.35,0.27,0.0333,225.2286
1752172149.2157407,1,222.63,2.25,0.1389,1,226.3,0.66,0.0417,1,211.19,9.47,0.5556,2,216.54,6.93,0.8333,4,221.3,0.09,0.0222,3,219.23,0.23,0.0417,5,210.62,0.05,0.0139,1,228.87,0.44,0.0278,2,219.62,0.27,0.0333,228.0092
1752172150.222616,1,227.88,2.19,0.1389,1,229.73,0.65,0.0417,1,211.9,9.44,0.5556,2,215.6,6.96,0.8333,4,229.91,0.09,0.0222,3,212.77,0.23,0.0417,5,221.96,0.05,0.0139,1,213.78,0.47,0.0278,2,217.64,0.28,0.0333,230.7898
1752172151.233433,1,211.06,2.37,0.1389,1,220.77,0.68,0.0417,1,211.52,9.46,0.5556,2,222.79,6.73,0.8333,4,214.99,0.09,0.0222,3,212.19,0.24,0.0417,5,215.98,0.05,0.0139,1,219.42,0.46,0.0278,2,227.63,0.26,0.0333,233.5704
1752172152.2368336,1,226.14,2.21,0.1389,1,228.03,0.66,0.0417,1,210.65,9.49,0.5556,2,228.23,6.57,0.8333,4,210.91,0.09,0.0222,3,217.04,0.23,0.0417,5,219.42,0.05,0.0139,1,228.54,0.44,0.0278,2,212.01,0.28,0.0333,236.351
1752172153.2386744,1,215.08,2.32,0.1389,1,223.41,0.67,0.0417,1,217.85,9.18,0.5556,2,224.19,6.69,0.8333,4,222.24,0.09,0.0222,3,221.06,0.23,0.0417,5,217.43,0.05,0.0139,1,229.52,0.44,0.0278,2,211.85,0.28,0.0333,239.1316
1752172154.2456229,1,211.34,2.37,0.1389,1,212.22,0.71,0.0417,1,219.71,9.1,0.5556,2,218.91,6.85,0.8333,4,210.18,0.1,0.0222,3,214.74,0.23,0.0417,5,212.27,0.05,0.0139,1,219.54,0.46,0.0278,2,225.49,0.27,0.0333,241.9122
1752172155.2525306,1,225.09,2.22,0.1389,1,216.19,0.69,0.0417,1,229.87,8.7,0.5556,2,229.1,6.55,0.8333,4,219.7,0.09,0.0222,3,212.32,0.24,0.0417,5,214.27,0.05,0.0139,1,210.92,0.47,0.0278,2,210.4,0.29,0.0333,244.6928
1752172156.261993,1,228.1,2.19,0.1389,1,212.93,0.7,0.0417,1,228.1,8.77,0.5556,2,221.22,6.78,0.8333,4,224.39,0.09,0.0222,3,229.33,0.22,0.0417,5,229.25,0.04,0.0139,1,227.12,0.44,0.0278,2,217.85,0.28,0.0333,247.4734
1752172157.2739534,1,219.16,2.28,0.1389,1,216.63,0.69,0.0417,1,211.26,9.47,0.5556,2,210.96,7.11,0.8333,4,225.59,0.09,0.0222,3,221.41,0.23,0.0417,5,214.29,0.05,0.0139,1,228.49,0.44,0.0278,2,213.29,0.28,0.0333,250.254
